"title","composer","a2","style","key","actualKey","actualStyle","actualTempo","actualRepeats","data"
"Alice In Wonderland","Sammy Fain","","Waltz","C","","","0","0","*A{T34D-7   |G7   |C^7   |F^7   |Bh7   |E7b9   |A-7   |Eb7#11   |D-7   |G7   |E-7   |A-7   |D-7   |G7   |N1E-7   |A7   }        |N2C^7   | x<Fine>  ]*B[D7   |G7   |E-7   |A-7   |D-7   |G7   |C^7   |F^7   |F#h7   |B7b9   |E-7   |A7   |D-7   |A7   |D-7 <D.C. al 2nd ending>  |G7   Z"
"All About Ronnie","Joe Greene","","Ballad","Bb","","","0","0","[*AT44Eb7#11   | x  |Bb6 F9sus |Bb6   |C-9   |F9sus F7b9 |Bb6 F9sus |Bb6 Eb^9 |Dh7   |G7b9   |C-7 G7b13 |C-7   |Eh7   |A7b9   |C-7   |F9sus   ][*BEb7#11   | x  |Bb6 F9sus |Bb6   |C-9   |F9sus F7b9 |Ah7   |D7b13   |Eb^7   |Ab7   |Bb6 G7b9 |C7b13 F7b13 |Bb6 C7#11 |F9sus   Z "
"All Alone","Irving Berlin","","Waltz","F","","","0","0","[T34F   |F/C   |C7   | x  |F   |C7#5   |F^7   |F6   |Eh7   |A7b9   |D-7   |G7   |A   |E7   |A   |G-7 C7 |C-7   |F7   |Bb   | x  |lG7   | x  |C7   |C7#5   |F   |C-7 F7 |Bb^7   |lEb7   |F/C   |C7   |F,   |G-7 C7 Z "
"All Blues","Miles Davis","","Waltz","G","","","0","0","[T34G7   | x  | x  | x  |G7   | x  | x  | x  |C7/G   | x  | x  | x  ||G7   | x  | x  | x  |D7#9   | x  |Eb7#9   |D7#9   |G7   | x  | x  | x  Z"
"All By Myself","Irving Berlin","","Medium Swing","C","","","0","0","[*AT44C^7   |C6   |D7   |A-7 D7 |G7   |D-7, G7 |E-7 A7 |D-7 G7 ][*BC^7   |C6   |F#-11 B7 |E7   |A-7 Ah7/Eb |D7   |D-7 Dh7/Ab |G7   ][*AC^7   |C6,   |D7   |A-7 D7 |G7   |D-7, G7 |E7 E7#5 |E7   ][*CF^7   |F#o7   |C^7 B7#5 |Eh7/Bb A7 |A-11 D7 |D-7 G9 |C6 A-7 |D-7 G7 Z "
"All God's Chillun Got Rhythm","Kahn-Kaper","","Medium Up Swing","F","","","0","0","T44[*AF^7 D-7 |G-7 C7 |A-7 D7b9 |G-7 C7 |F^7 D-7 |G-7 C7 |Ah7   |D7b9   ][*BBh7 E7 |A-7 D7 |G-7 C7 |F^7   |A7   |D-7   |G7   |C7   ][*AF^7 D-7 |G-7 C7 |A-7 D7b9 |G-7 C7 |F^7 D-7 |G-7 C7 |Ah7   |D7b9   ][*CBh7 E7 |A-7 D7 |G-7 C7 |Eb7 D7 |G-7   |C7   |F6  (D7) | (G-7)x (C7) Z "
"All My Tomorrows","Jimmy Van-Heusen","","Ballad","G","","","0","0","*A[T44A-7   |C-6 F7 |B-7   |Bbo7(Bb-7)  (Eb7) |A-7   |B-7 E7b9 |A-7 D7b9 |B-7 E7b9 ]*A[A-7   |C-6 F7 |B-7   |Bbo7(Bb-7)  (Eb7) |A-7   |B-7 E7b9 |A-7 D7b9 |D-7 G7 ]*B[C^7   |C-7 F7 |B-7 E7 |F#h7 B7b9 |E-7   |A-7 D7 |Bh7 E7b9 |A-7 sB-7,E7,]*A[lA-7   |C-6 F7 |B-7   |Bbo7(Bb-7)  (Eb7) |A-7   |B-7 E7b9 |A-7 D7b9 |B-7 E7b9 |A-7   |C-6 D7 |UG6   |B-7 E7b9 Z"
"All Of A Sudden My Heart Sings","Herpin-Jamblan-Rome","","Ballad","C","","","0","0","[*AT44C^7,   | x  | G7,  | x  |C7,   | x  |F^7,   |F-7,   |C^7,   |G-7,   |A7,   |D7,   |G7,   |E-7, G7, |C^7,   | x  ]Y[*BA-7,   | x  |E-7,   | x  |F^7,   |F7,   |C^7,   |C^7, C7, |F^7,   |F-7,   |C^7,   |A7,   |D7,   |D7, G7, |C^7,   | x  Z "
"All Of Me","Gerald Marks","","Medium Swing","C","","","0","0","*A[T44C^7   | x  |E7   | x  |A7   | x  |D-7   | x  ]*B[E7   | x  |A-7   | x  |D7   | x  |D-7   |G7   ]*A[C^7   | x  |E7   | x  |A7   | x  |D-7   | x  ]*C[F^7   |F-6(F#o7)   |E-7(C^7/G)   |A7   |D-7   |G7   |C6 Ebo7 |D-7 G7 Z"
"All Of You","Cole Porter","","Medium Swing","Eb","","","0","0","[*AT44Ab-6   |Eb^7   |Ab-6   | x  |Ab-6   |Eb^7   |Ab-6   | x  ][*BG-7   |C7   |F-7   |Bb7   |Eb^7 D7 |Db7 C7 |F-7(B^7)   |Bb7   ][*AAb-6   |Eb^7   |Ab-6   | x  |Ab-6   |Eb^7   |G-7   |C7   ][*CAb^7   |Ah7 D7b9 |G-7   |C7   |F-7(F-7) C7 |F-7(Bb7) <Optional Bb pedal in A sections>Bb7 |Eb6   | x  Z "
"All Or Nothing At All","Arthur Altman","","Medium Up Swing","A-","","","0","0","*A{T44A-   |A-^7   |A-7   |A-6   |A-   | (G-7)x (C7) |Bb7   | x  |G-7   | x  |D-7  Q |D#o7   |D-7   |Db7#11   |N1C^7   |Bh7 E7b9 }        |N2C^7   |Bb-7 Eb7 ]*B[Ab^7   | x  | x  |Bb-7 Eb7 |Ab^7   | x  |Bb-7   |Eb7   |Bb-7   |Eb7   |Bb-7   |Gh7 C7b9 |F-7 F-7/Eb |Db7   |C7  <D.C. al CODA> |Bh7 E7b9 ]YQ |E7  |A-7  |F-6  |C^7  |E7b9  Z"
"All The Things You Are","Jerome Kern","","Medium Up Swing","Ab","","","0","0","*A[T44F-7   |Bb-7   |Eb7   |Ab^7   |Db^7   |D-7 G7 |C^7   | x  ]*B[C-7   |F-7   |Bb7   |Eb^7   |Ab^7   |A-7 D7 |G^7   | x  ]*C[A-7   |D7   |G^7   | x  |F#h7   |B7b9   |E^7   |C7b13   ]*D[F-7   |Bb-7   |Eb7   |Ab^7   |Db^7   |Db-^7   |C-7   |Bo7   |Bb-7   |Eb7   |UAb^7   |Gh7 C7b9 Z"
"All The Way","Jimmy Van-Heusen","","Ballad","Eb","","","0","0","*A[T44Eb^7   |G7b9   |C-7   |F7   |Bb7 F-7/C |Db-6 Bb7/D |Eb6   |Bb-7 Eb7 |Ab^7   |Bb7 Bb7/D |G7b9   |C-7   |Ab^7   |Bb7 Bo7 |C-7   |Ab-6/B Bb7 ]*B[Eb^7   |G7b9   |C-7   |F7   |Bb7 F-7/C |Db-6 Bb7/D |Eb6   |Bb-7 Eb7 |Ab^7   |Bb7 Bb7/D |G7b9   |C-7 Ab-6/B |Eb^7/Bb   |Db7#11 C7b9 |Ah7 Bb7/Ab |Gh7 C7b9 |F-7 Bb7 |Eb6 Bb7 Z"
"All Through The Day","Kern-Hammerstein","","Medium Swing","F","","","0","0","[*AT44F^7   |G-7 C7 |F^7   |G-7 C9 |F^7   |D-9 G9 |G-9   |C13   ][*BF^7   |G-7 C7 |F^7   |G-7 C9 |F^7 D-7 |G-7 C7, |F69   | x  ][*CG-7   |C9   |G-7   |C11 C9 |G-7   |D-7 G9 |G-11   |C13(Gb9) C7#5 ][*DAb^7   |Bb-7 Eb7 |Ab^7  (F-7) |G-7 C9 |F^7 D-7 |G-7 C7, |F69   | x  Z "
"All Through The Night","Cole Porter","","Medium Swing","F","","","0","0","{*AT44F^7   |Eh7 A7b9 |D-7 Db7 |C-7 F7b9 |Bb^7   |Bb-7 Eb7b9 |Ab^7   | x  |N1Ah7 |D7b9 |Gh7 |C7b9 |F6 |D7b9 |G-7 |C7b9 }|N2E^7 |E7 |Bbh7 |Eb7b9 |Ab^7 |x |Gh7 |C7b9 ][*BF-7 |Dh7 |Gh7 |C7b9 |Eb-7 |Ab7 |Db6 |x |Gh7 |C7b9 |F-7 |F-7/Eb |Dh7 |G7b9 |Gh7 |C7b9 ][*CF^7   |Eh7 A7b9 |D-7 Db7 |C-7 F7b9 |Bb^7   | x  |Bb-7   |Eb7   |A-7   |D7   |G-7   |C7b9   |F6   |D7#9   |G-7   |C7b9   Z "
"All Too Soon","Duke Ellington","","Ballad","C","","","0","0","{*AT44C^7 A-7 |D-7 G7 |C^7 C7 |F^7 Bb7 |E-7 A7#9 |D-7 G7 |N1E-7 A7 |D-7 G7 }        |N2C6 Bb7 |C6 G7#5 ][*BC6/G G7#5 |C7   |G-7 C7#5 |F^7   |B7 Bb7 |A7b9   |D7   |G7#5   ][*AC^7 A-7 |D-7 G7 |C^7 C7 |F^7 Bb7 |E-7 A7#9 |D-7 G7 |C6 A-7 |D-7 G7 Z "
"Almost Like Being In Love","Frederick Loewe","","Medium Swing","Ab","","","0","0","*A{T44Db^7   |Eb7   |Ab^7(C-7)   |C-7(F-7) F7 |Bb-7   |Eb7   |N1Ab6   |Eb-7 Ab7 }        |N2Ab6   | x  ]*B[G-7   |C7   |F^7   | x  |F-7   |Bb7   |G-7(C7)   |C7(Eb-7)  (Ab7) ]*A[Db^7   |Eb7   |Ab^7(C-7)   |C-7(F-7) F7 |Bb-7   |Bo7   |Ab6/C   |Bo7   |Bb-7   |Eb7   |UAb6   |Eb-7 Ab7 ]"
"Alone Together","Arthur Schwartz","","Medium Swing","D-","","","0","0","*A{T44D-6   |Eh7 A7b9 |D-6   |Eh7 A7b9 |D-6   |Ah7 D7b9 |G-7   | x  |B-7 E7 |G-7 C7 |F^7   |Eh7 A7b9 |N1D^7   | (Eh7)x (A7b9) }N2lD^7   | x  ]*B[Ah7   |D7b9   |G-6   | x  |Gh7   |C7b9   |F^7   |Eh7 A7b9 ]*A[D-6   |Eh7 A7b9 |D-6   |Eh7 A7b9 |D-6 Bh7 |Bb7 A7b9 |D-6   |Eh7 A7b9 Z"
"Alone Too Long","Arthur Schwartz","","Ballad","G","","","0","0","{*AT44G6   |ppG#o7 |A-7 D7 | x  |A-7   |D7   |N1G6 E-7 |A-7 D7 }        |N2G6   |F#h7 B7b9 ][*BE- E-/D |E-/C#,psC7,B7,|lE-6   | x  |E- E-/D |A7   |A-11   |D7   ][*AG6   |ppG#o7 |A-7 D7 | x  |A-7   |D7   |G6 E-7 |A-7 D7 Z "
"Along Came Betty","Benny Golson","","Medium Swing","Ab","","","0","0","*A[T44Bb-7   |B-7 E7 |Bb-7   |B-7 E7 |A^7   |Ab7   |G^7   |Gb7   |F#-7   |G-7 C7 |F#-7   |G-7 C7 |F^7   |A7b9   |D-7   |G7   ]*B[C-7   |F7   |Ah7 D7b9 |G-7 G-7/F |Eh7   |A7b9   |F-7   |Bb7   ]*C[Bb-7   |B-7 E7 |Bb-7   |B-7 E7 |Ch7   |F7b13   |Bbh7   |Eb7#9   |UAb^7   |B-7 E7 Z"
"Always","Irving Berlin","","Waltz","F","","","0","0","[*AT34F^7   |Bb^7   |A-7   |D7   |G-7   |C7   |F^7   |G-7 C7 ][*BF^7   |Bh7 E7 |A^7   |F#7   |B-7   |E7   |A7 D7 |G7 C7 ][*CF^7   |Bb^7   |A-7 G7 |F^7 Eb7 |lD7   | x  |G-7   |C-7 F7 ][*DBb^7   |Bb-7 Eb7 |A-7   |D7   |G-7   |C7   |F^7   |G-7 C7 Z "
"Always And Forever","Pat Metheny","","Ballad","A-","","","0","0","[*iT44A-   |D-6   |A-   |D-6 D-11 ][*AA-9 sD-7,E-7,|lF^7 sG9,E7/G#,|lA-9 Ab^7 |C^7/G F#h7 |F^7 Eb69 |D9 G7sus |C^7   |F-7/G E/G# ][*BSA-9 sD-9,E-7,|lF-7 Bb7 |Eb^7 Bb/D |Db^7   |C-7 Ab/C |F-7 G-7 |Ah7 D7b5 |sG^7,Bh7, E7,][*ClA-9 sD-7,E-7,|lF^7 sG9,E7/G#,|lA-9 Ab^7 |C^7/G F#h7 |Y|F^7 Eb69 |D9 F/G,Q |C^7   |F-6/G   |C^7   |F-6/G<  D.S. al coda>   Z        Y[QC^7  |F-6/G  |C^7  |F-6/G  sG#o,|lA-9,  Z "
"Am I Blue?","Harry Akst","","Medium Swing","F","","","0","0","*A{T44F^7   |A-7 D7 |G-7   |C7   |F7 D7 |G7 C7 |N1F6 D7 |G-7 C7 }        |N2F6   |ppE7b9 ]*B[A-7   | x  |Bh7   |E7b13   |Bh7   |E7b13   |A-7 D7 |G-7 C7 ]*C[F^7   |A-7 D7 |G-7   |C7   |F7 D7 |G7 C7 |F6   |G-7 C7 Z"
"Among My Souvenirs","Horatio Nicholls","","Ballad","Eb","","","0","0","{*AT44Eb^7  sEo,|lF-7   |Bb7   |Eb^7   |Eb^7  sGbo,|lF-7   |Bb7   |N1Eb^7   }|N2Eb^7   |Eb7   [*BAb^7   |F-7 Bb9#5 |Eb^7   |C-7   |F-7   |Bb7   |G7 C-7 |F7 Bb7#5 ]*AEb^7  sEo,|lF-7   |Bb7 Bb9#5 |Eb^7   |Eb^7  sGbo,|lF-7   |Bb7   |Eb6   |F-7 Bb7 Z "
"Ana Maria","Wayne Shorter","","Even 8ths","G","","","0","0","*A[T44G^7   |Eb^7/G   |G7sus   |Eb^7/G   |Db^7/F   |Gb^7#11   |Ab-7   |Bb/Ab   |G-7   |C7sus   |D/C   |C7sus   |Ab/C Bb/C |Ab/C   {G7b9sus   |Eb^7/G   }*B[G^7   |G7sus   |Eb/F E7alt |Eb7sus   |D^7 F7#5 |Bb-7   |Ab-7   |Bb/Ab   |G-7   |C7sus   |Bb^7 A-7 |F-7   |Bb7sus |x |Db7sus |x *C[B-7 |x |Eb-7 |x |D^7 F7#5 |Bb-7   |Ab-7 |Bb/Ab |G-7 |C7sus |Bb^7 A-7 |F-7 E-7 {G7b9sus   |Eb^7/G   }"
"And On The Third Day","Michael Gibbs","","Ballad","D","","","0","0","[*iT44D7,   | x  | x  | x  ]{*AD7   | x  | x  | x  |D7   | x  |C^7   | x  |D7   | x  |E7   | x  | x  | x  |D^7   | x  |E7   | x  |Gb7   | x  |Gbh7   |  "
"And The Angels Sing","Ziggy Elman","","Medium Swing","Eb","","","0","0","{*AT44Eb6   |F-7 Bb7 |Eb^7   |Eb9   |F-7 C7b13 |F9 Bb7 |N1Eb6 C-7 |F-7 Bb13 }        |N2Eb6 Bb9sus |Eb6   ][*BBb-7 Eb7 | x  |Ebo7 Eb7 |Bb-7 Eb7 |Bb-7 Eb7 | x  |Bb-7   |Eb7   |Bb-7 Eb7 | x  |Ebo7 Eb7 |Bb-7 Eb7 |Ab6 sF-7,C7,|lF9 Bb7 |Eb6 C-7<D.C. al 3rd end.> |F-7 Bb13 ]        |N3Eb6 C-7 |F-7 Bb13 |Eb6   |F-7 Bb7 |G7   |C7 sBo,C-,|lF-7   |Fh7 Db9 |Eb6 C-7 |F-7 Bb7 Z "
"Angel Eyes","Matt Dennis","","Ballad","C-","","","0","0","*A{T44C- sD7,Db7(G7),|lC- Ab7 |C- Ah7 |Dh7 G7b9 |C- sD7,Db7(G7),|lC- A7alt |Ab7 G7b9 |C-  (Dh) (G7)}*B[Bb-7 Eb7 |Ab^7 F7 |Bb-7 Eb7 |Ab^7   |A-7 D7 |G^7   |C#-7 F#7 |D-7 G7 ]*A[C- sD7,Db7(G7),|lC- Ab7 |C- Ah7 |Dh7 G7b9 |C- sD7,Db7(G7),|lC- A7alt |Ab7 G7b9 |C-  (Dh) (G7)Z"
"Anthropology","Charlie Parker","","Up Tempo Swing","Bb","","","0","0","*A{T44Bb^7 G7 |C-7 F7 |D-7 G7 |C-7 F7 |F-7 Bb7 |Eb7 Ab7 |N1D-7 G7 |C-7 F7 }        |N2C-7 F7 |Bb6   ]*B[D7   | x  |G7   | x  |C7   | x  |F7   | x  ]*A[Bb^7 G7 |C-7 F7 |D-7 G7 |C-7 F7 |F-7 Bb7 |Eb7 Ab7 |C-7 F7 |Bb6   Z"
"Anything Goes","Cole Porter","","Medium Swing","C","","","0","0","*A{T44C6(C^7)  (D-7) | (E-7)x (D-7) | (C^7)x (D-7) |C7(G-7)  (C9) |F6   |Bb9(D-7)  (G9sus) |N1C6 A-7 |D-7 G7 }        |N2C6   |F#-7 B7 ]*B[E^7 C#7b9 |F#-7 B7 |E7(C^9)   |B7   |E-7   |A9(E-7/D)   |D-9(C#h7)   |G7(D-7)  (G7) ]*C[C6(C^7)  (D-7) | (E-7)x (D-7) | (C^7)x (D-7) |C7(G-7)  (C9) |F6 E-7 |D-7(Bb9) G9sus |C6 A-7 |D-7 G7 Z"
"April","Lennie Tristano","","Medium Up Swing","G","","","0","0","[*AT44G^7   | x  |C7   | x  |C7,   | x  | x  | x  |Eb7   |D7   |Bh7   |E7b9   |A-7   |D7b9   |G^7   | x  ][*BC-7   |ppC#o7 |Bb^7   |ppBo7 |C-7   |F7   |D-7   | x  ][*CA-7   |D7#5   |G^7   | x  |F#-7   |B7   |E^7   |Eb7 D7 ][*AG^7   | x  |C7   | x  |C7   | x  | x  | x  |Eb7   |D7   |Bh7   |E7b9   |A-7   |D7b9   |G^7   | x  Z "
"April In Paris","Vernon Duke","","Medium Swing","C","","","0","0","*A[T44G7b9sus   |C^7   |Dh7   |G7b9   |C^7   | x  |G-7   |C7   ]*B[F^7   | x  |Bh7 E7 |A- A-/G |F#h7   |B7b9   |B-7 E7 |Eh7 A7b9 ]*C[F#h7 Fo7 |C/E Ebo7 |Dh7 G7b9 |C6   |Bh7 E7 |A- A-/G |F#h7 B7b9 |E^7 sD-7,G7,]*D[lG7b9sus   |C^7   |Eh7   |A7b9   |D7   |Dh7 G7 |C6   | x  Z"
"April Joy","Pat Metheny","","Even 8ths","F","","","0","0","*A[T44Bb^7   | x  |A-7/D   | x  |Bb^7   | x  |A/Bb   | x  |Bb^7 A-7 |Bb^7 lA-7 |Dadd9   | x  ]*B[D-   |Bb^7#11   |A-7   | x  |Bb^7   |Bb/C   |F^7   |Bb^7   |Bb^7 A-7 |Bb^7 Bb/C |F^7   |Bb^7   |Eh7   |A7b9sus   |D7sus   | x  Z"
"April Skies","Buddy Collette","","Medium Up Swing","G","","","0","0","[*AT44G^7   |A-7   |B-7   |C7   |G-7   |C7   |   r|    |A-7   |D7   |B-7   |E7b9   |A-7   |D7   |G^7   | x<Fine>  ][*BC-7   |F7   |Bb^7   |D-7 Db7 |C-7   |F7alt   |Bb^7   | x  |A-7   |D7   |G^7   | x  |F#-7   |B7   |E^7   |<D.C. al Fine>A-7 D7 ] "
"Aren't You Glad You're You","Jimmy Van-Heusen","","Medium Swing","F","","","0","0","[*AT44F^7   |G-7 Abo7, |C7,   |F,   |C7,   |F, G7, |C, G7, |C, C7, |F^7,   |G-7, Abo7, |A^7, E7, |A^7,   |B-7, E7, |A^7,   |B-7, E7, |A^7, C7, ]Y[*BC-7,   |F7,   |Bb^7,   |Bb-7,   |Ab^7,   |C7,   |F^7,   |G-7, C7, |F^7,   |G-7, Abo7, |C7,   |F^7,   |C7,   |F^7, D7, |G-7, C7, |F^7   Z "
"Armando's Rhumba","Chick Corea","","Latin","C-","","","0","0","T44[*AlC-7   |D7b9   |G7b13   |C-7   |C-7   |D7b9   |G7b13   |C-7   ][,*B,C7b9   |F-7   |D7b9/F#   |G-7   |Abo7   |D7b9/A   |Bb7sus,   | x  |Bb7b9sus,   | x (E7#9) |Eb6 (E) (F) (F#)|G7b13   Z "
"As Long As I Live","Harold Arlen","","Medium Swing","F","","","0","0","[*AT44F^7   |lEh7 A7b9, |D7   |A-7 D7 |lG7   |G-7 C7 |N1F^7 D-7 |G-7 C7 }        |N2F^7 Bb7 |F6   ][*BC-7 F7 |Bb^7   |Bb-7 Eb7 |F^7 sEh,A7,|lD-7   |G7   |G-7   |C7   ][*AF^7   |lEh7 A7b9, |D7   |A-7 D7 |lG7   |G-7 C7 |F^7 Bb7 |F6   Z "
"As Time Goes By","Herman Hupfeld","","Ballad","Eb","","","0","0","{*AT44F-7 Bb7 |F-7(Bb-7) Bb7, |Eb^7 Bb7#5(F-7) |Eb^7(G-7)  (C7) |F7 F#o7(F7) |F-7 Bb7 |N1Eb^7 F-7(Ab7) |G-7 C7b9 }        |N2Eb^7   |Bb-7 Eb7 ][*BAb^7   |C7b9   |F-7   |F#o7   |C-7   |F7   |F-7 C7b9 |F-7 sBb7,C7,][*AlF-7 Bb7 |F-7(Bb-7) Bb7, |Eb^7 Bb7#5(F-7) |Eb^7(G-7)  (C7) |F7 F#o7 |G-7 C7b9 |F-7 Bb7 |Eb6 C7b9 Z "
"Ask Me Now","Thelonious Monk","","Ballad","Db","","","0","0","*A{T44sG-7,C7,F#-7,B7,|F-7,Bb7,E-7,A7,|lEb-7 Ab7#5 |B7#11 Bb7 |Eb7 D7 |Db^7 Eb7 |Eb-7 Ab7 |N1sB7,Bb7,A7,Ab7,}            |N2lDb^7   ]*B[Eb-7 Ab7 |Db^7   |Eb-7 D7#11 |Db^7   |Eb7   | x  |Eb-7 Ab7 |Gb7#11   ]*A[sG-7,C7,F#-7,B7,|F-7,Bb7,E-7,A7,|lEb-7 Ab7#5 |B7#11 Bb7 |Eb7 D7 |Db^7 Eb7 |Eb-7 Ab7#5 |Db^7   Z"
"At Last","Harry Warren","","Medium Swing","C","","","0","0","*A{T44C6 A-7 |D-7 G7b13 |lC^7 A-7 |D-7 G7 |E-7 A7 |D-7 G7 |N1C6 A-7 |Ab7 G7 }        |N2C6 F-6 |C6 A-7 ]*B[D-7 G7 |C^7 A-7 |F#h7 B7b9 |E-7   |A-7 D7 |G^7 E7b9 |A-7 D7b9 |D-7 G7 ]*A[C6 A-7 |D-7 G7b13 |lC^7 A-7 |D-7 G7#9 |E-7 A7 |D-7 G7 |C6 A-7 |D-7 G7 Z"
"At Long Last Love","Cole Porter","","Medium Swing","C","","","0","0","*A[T44C6 A-7 |D-7(G6/B) G9 |C6(A-7) A-7 |D-7(G6) G9 |C6(F6) D-7 |E-7 A7b9 |D-7   |E-7(G7) A7 |D-7   |E-7(A7/C#) A9 |D-7(F6/C)   |G7(Bh7)   |D-7(F6/A)   |ppG9 |C6  (A7#9) |p(D-7)pG13 ]*B[C6 A-7 |D-7(G6/B) G9 |C6(A-7)   |D-7(G6) G13 |C13  (Bb6/D) |G-7(Ebo7) C9(C9/E) |F6  (G-7) | (Abo7)x (F6/A) |F^7(F#h7)   |Bb9(F-6)   |E-7   |A7   |D-7   |G7   |C6   |D-7 G13 Z"
"Au Privave","Charlie Parker","","Up Tempo Swing","F","","","0","0","[T44F7   |Bb7   |F7   |C-7 F7 |Bb7   |Bo7   |F7   |A-7 D7 |G-7   |C7   |F7 D7 |G-7 C7 Z"
"Autumn In New York","Vernon Duke","","Ballad","F","","","0","0","*A[T44G-7 A-7 |Bb6 C7 |F^7 G-7 |A-7 D7b9 |G-7 A-7 |Bb6 C7 |Ah7   |D7b9   ]*B[G-7   |Bb-7 Eb7 |Ab^7   |ppG7b9 |C-7 Ah7 |Dh7 G7b9 |C^7   |C7 C7#5 ]*C[G-7 A-7 |Bb6 C7 |F^7 G-7 |A-7 sD7,Db7,|lC-7 D-7 |Eb-6 F7b13 |Bb-6 Ab-7 |Gb7   ]*D[F-7 C7b9 |F-7 sEb-7,Ab7,|lDb^7 Ab7 |Db^7 Ab7 |G-7 A-7 |Bb-6 C7b9 |UF-   |ppD7b9 Z"
"Autumn Leaves","Joseph Kosma","","Medium Swing","G-","","","0","0","*A{T44C-7   |F7   |Bb^7   |Eb^7   |Ah7   |D7b13   |G-6   | x  }*B[Ah7   |D7b13   |G-6   | x  |C-7   |F7   |Bb^7   |Eb^7   ]*C[Ah7   |D7b13   |G-7 Gb7 |F-7 E7 |Ah7   |D7b13   |G-6   | x  Z"
"Autumn Nocturne","Gannon-Myrow","","Slow Swing","C","","","0","0","{*AT44C69, A7b9, |D-9, G7b9, |A-, A-/G, |D7/F#, F-6, |C^7(E-7) D9, |N1D-7, G13(G7#5) |Bb9, A7, |D9, G7#5 }    |N2Bb9, A7#5, |D9, G7#5, |C6, sF#h,B7][*BlE^7 F9, | x  | x  |E^7, sA-7,D7|lG^7 Ab9, | x  |G^7, sEb7(Bb-7)D7(Ah7)|lD-9, G7#5 ][*CC69, A7b9, |D-9, G7b9, |A-, A-/G, |F#h7 F-6 |E-7, A7#5, |D9, G7#5, |C69, Db7, |D-7, Db7 |E-7, Eb7, |Ab^7 Db9, |C69   | x  Z "
"Avalon","Jolson-Sylva-Rose","","Up Tempo Swing","Bb","","","0","0","*A[T44C-7   | x  |F7   | x  |Bb6   | x  | x  |G7   |C-7   | x  |F7   | x  |Bb6   | x  | x  | x  ]*B[D-7   | x  |G7   | x  |C-7   | x  |Eb-7   |Ab7   |Bb6   | x  |G7   | x  |C-7   |F7   |Bb6   | x  Z"
"Ba-lue Bolivar Ba-lues-are","Thelonious Monk","","Medium Swing","Bb","","","0","0","[T44Bb7   |Eb7   |Bb7   | x  |Eb7   |Ab7   |Eb7   |Gh7 C7b9b5 |C-7   |F7   |Bb7b5   |Bb7   Z"
"Backstage Sally","Wayne Shorter","","Medium Swing","F-","","","0","0","[T44F-6 D7#9 |G7#5 C7#9 |Eb-7 Ab7 |C-7 F7 |Bb-6 Ab7 |G7#5 Gb7 |F-7 Bb7 |Eb-7 Ab7 |D7b9 G7 |C7#9 F7 |Bb7#9 Eb7 |Gh7 C7#5 |F-6 D7#9 |G7#5 C7#9 |sF-7,lAb7  |sDb^,lGb7  Z"
"Bags and Trane","Milt Jackson","","Medium Swing","C-","","","0","0","[T44C-7   |F-7   |C-7   | x  |F-7   | x  |C-7   | x  |Ab7   |G7,   |C-7   | x  Z "
"Bags' Groove","Milt Jackson","","Medium Swing","F","","","0","0","[T44F7   |Bb7   |F7   | x  |Bb7   | x  |F7   |A-7 D7 |G-7   |C7   |F7 D7 |G-7 C7 Z "
"Balance, The","Dave Holland","","Medium Swing","G-","","","0","0","[*AT54G-7   |E-11 F-7 |G-7   |E-11 F-7, |Ah7 D7b9, |F-7, sEh,A7,|lD-11 Db^7#11, |D-11, Db^7#11, Z "
"Ballade","Charlie Parker","","Ballad","F","","","0","0","*A[T44C-7 F7 |Bb^7   |Bb-7 Eb7 |Ab^7 sD-7,G7,|lD-7   |D-7 G7 |G-7 D7#9 |G-7 C7#9 ]*B[F^7   |D-7 A7#9 |D7   | x  |G7   |Gh7 C7 |F6   | x  Z "
"Baltimore Oriole","Hoagy Carmichael","","Ballad","G-","","","0","0","*A[T44G-7 G-7/F |C9/E C-6/Eb |G-7   |D-7 G7b9 |C-7   |F7 Ab7 |G-7   |C9   |C-7   |Ah7 D7#9 |G-7   |G-7 C9 |Ah7   |Eb7   |D7b9   |Ah7 D7b9 ]*B[G-7 G-7/F |C9/E C-6/Eb |G-7   |D-7 G7b9 |C-7   |F7 Ab7 |G-7   |C9   |C-7   |Ah7 D7#9 |G-7   |G-7 C9 |Ah7   |Eb7 D7b9 |G-7 G-7/F |lEh7(Eb7) Eb7(D7b13) |G-7 G-7/F |Eh7(Eb7) Eb7(D7b13) |G-7   |Ah7 D7b9 Z"
"Barbados","Charlie Parker","","Latin","F","","","0","0","[T44F7   |Bb7   |F7   | x,  |Bb7   |Bo7   |F7   |A-7 D7 |G-7   |C7   |F7 D7 |G-7 C7 Z"
"Barbara","Horace Silver","","Waltz","Eb","","","0","0","{*AT64Bb7b9b5   | x  |Ab7b9b5   | x  |Bb7b9b5   | x  |Eb7sus   | x  ][*BAb-7   |Db7b9b5   |Gb^7   | x  |N1F-7   |Bb7   |G-7 C7b9 |F-7 Bb7b9 }|N2F-7   |Bb7   |G-7   |C7b9   |F#-7 B7 |F-7 Bb7 |Eb^7 Db^7 |B^7 Db^7 |Eb^7 Db^7 |B^7 Db^7 Z "
